0.000000000000000000e+00,-4.390487670898437500e+01,-5.510559082031250000e-01,-1.773492431640625000e+01,-5.206268310546875000e+00,6.706039428710937500e+00,9.737060546875000000e+00,2.223228454589843750e+01,2.258193969726562500e+00,-4.966601562500000000e+01,-1.763235473632812500e+01,4.160284423828125000e+01,3.595960998535156250e+01
4.390487670898437500e+01,0.000000000000000000e+00,4.335382080078125000e+01,2.616995239257812500e+01,3.869860839843750000e+01,5.061091613769531250e+01,5.364193725585937500e+01,6.613716125488281250e+01,4.616307067871093750e+01,-5.761138916015625000e+00,2.627252197265625000e+01,8.550772094726562500e+01,7.986448669433593750e+01
5.510559082031250000e-01,-4.335382080078125000e+01,0.000000000000000000e+00,-1.718386840820312500e+01,-4.655212402343750000e+00,7.257095336914062500e+00,1.028811645507812500e+01,2.278334045410156250e+01,2.809249877929687500e+00,-4.911495971679687500e+01,-1.708129882812500000e+01,4.215390014648437500e+01,3.651066589355468750e+01
1.773492431640625000e+01,-2.616995239257812500e+01,1.718386840820312500e+01,0.000000000000000000e+00,1.252865600585937500e+01,2.444096374511718750e+01,2.747198486328125000e+01,3.996720886230468750e+01,1.999311828613281250e+01,-3.193109130859375000e+01,1.025695800781250000e-01,5.933776855468750000e+01,5.369453430175781250e+01
5.206268310546875000e+00,-3.869860839843750000e+01,4.655212402343750000e+00,-1.252865600585937500e+01,0.000000000000000000e+00,1.191230773925781250e+01,1.494332885742187500e+01,2.743855285644531250e+01,7.464462280273437500e+00,-4.445974731445312500e+01,-1.242608642578125000e+01,4.680911254882812500e+01,4.116587829589843750e+01
-6.706039428710937500e+00,-5.061091613769531250e+01,-7.257095336914062500e+00,-2.444096374511718750e+01,-1.191230773925781250e+01,0.000000000000000000e+00,3.031021118164062500e+00,1.552624511718750000e+01,-4.447845458984375000e+00,-5.637205505371093750e+01,-2.433839416503906250e+01,3.489680480957031250e+01,2.925357055664062500e+01
-9.737060546875000000e+00,-5.364193725585937500e+01,-1.028811645507812500e+01,-2.747198486328125000e+01,-1.494332885742187500e+01,-3.031021118164062500e+00,0.000000000000000000e+00,1.249522399902343750e+01,-7.478866577148437500e+00,-5.940307617187500000e+01,-2.736941528320312500e+01,3.186578369140625000e+01,2.622254943847656250e+01
-2.223228454589843750e+01,-6.613716125488281250e+01,-2.278334045410156250e+01,-3.996720886230468750e+01,-2.743855285644531250e+01,-1.552624511718750000e+01,-1.249522399902343750e+01,0.000000000000000000e+00,-1.997409057617187500e+01,-7.189830017089843750e+01,-3.986463928222656250e+01,1.937055969238281250e+01,1.372732543945312500e+01
-2.258193969726562500e+00,-4.616307067871093750e+01,-2.809249877929687500e+00,-1.999311828613281250e+01,-7.464462280273437500e+00,4.447845458984375000e+00,7.478866577148437500e+00,1.997409057617187500e+01,0.000000000000000000e+00,-5.192420959472656250e+01,-1.989054870605468750e+01,3.934465026855468750e+01,3.370141601562500000e+01
4.966601562500000000e+01,5.761138916015625000e+00,4.911495971679687500e+01,3.193109130859375000e+01,4.445974731445312500e+01,5.637205505371093750e+01,5.940307617187500000e+01,7.189830017089843750e+01,5.192420959472656250e+01,0.000000000000000000e+00,3.203366088867187500e+01,9.126885986328125000e+01,8.562562561035156250e+01
1.763235473632812500e+01,-2.627252197265625000e+01,1.708129882812500000e+01,-1.025695800781250000e-01,1.242608642578125000e+01,2.433839416503906250e+01,2.736941528320312500e+01,3.986463928222656250e+01,1.989054870605468750e+01,-3.203366088867187500e+01,0.000000000000000000e+00,5.923519897460937500e+01,5.359196472167968750e+01
-4.160284423828125000e+01,-8.550772094726562500e+01,-4.215390014648437500e+01,-5.933776855468750000e+01,-4.680911254882812500e+01,-3.489680480957031250e+01,-3.186578369140625000e+01,-1.937055969238281250e+01,-3.934465026855468750e+01,-9.126885986328125000e+01,-5.923519897460937500e+01,0.000000000000000000e+00,-5.643234252929687500e+00
-3.595960998535156250e+01,-7.986448669433593750e+01,-3.651066589355468750e+01,-5.369453430175781250e+01,-4.116587829589843750e+01,-2.925357055664062500e+01,-2.622254943847656250e+01,-1.372732543945312500e+01,-3.370141601562500000e+01,-8.562562561035156250e+01,-5.359196472167968750e+01,5.643234252929687500e+00,0.000000000000000000e+00
