orig_geocode,des_geocode,diff
39124,39124,0.0
39124,39118,15.546001434326172
39124,39114,-10.28131103515625
39124,39130,8.03616714477539
39124,39128,3.148345947265625
39124,39106,-0.3698883056640625
39124,39126,-11.130481719970703
39124,39122,1.1775016784667969
39124,39120,10.216922760009766
39124,39112,1.8401908874511719
39124,39104,-12.807598114013672
39124,39108,2.9053993225097656
39124,39110,6.966983795166016
39124,39116,19.99649429321289
39124,39179,-4.884571075439453
39118,39124,-15.546001434326172
39118,39118,0.0
39118,39114,-25.827312469482422
39118,39130,-7.509834289550781
39118,39128,-12.397655487060547
39118,39106,-15.915889739990234
39118,39126,-26.676483154296875
39118,39122,-14.368499755859375
39118,39120,-5.329078674316406
39118,39112,-13.705810546875
39118,39104,-28.353599548339844
39118,39108,-12.640602111816406
39118,39110,-8.579017639160156
39118,39116,4.450492858886719
39118,39179,-20.430572509765625
39114,39124,10.28131103515625
39114,39118,25.827312469482422
39114,39114,0.0
39114,39130,18.31747817993164
39114,39128,13.429656982421875
39114,39106,9.911422729492188
39114,39126,-0.8491706848144531
39114,39122,11.458812713623047
39114,39120,20.498233795166016
39114,39112,12.121501922607422
39114,39104,-2.526287078857422
39114,39108,13.186710357666016
39114,39110,17.248294830322266
39114,39116,30.27780532836914
39114,39179,5.396739959716797
39130,39124,-8.03616714477539
39130,39118,7.509834289550781
39130,39114,-18.31747817993164
39130,39130,0.0
39130,39128,-4.887821197509766
39130,39106,-8.406055450439453
39130,39126,-19.166648864746094
39130,39122,-6.858665466308594
39130,39120,2.180755615234375
39130,39112,-6.195976257324219
39130,39104,-20.843765258789062
39130,39108,-5.130767822265625
39130,39110,-1.069183349609375
39130,39116,11.9603271484375
39130,39179,-12.920738220214844
39128,39124,-3.148345947265625
39128,39118,12.397655487060547
39128,39114,-13.429656982421875
39128,39130,4.887821197509766
39128,39128,0.0
39128,39106,-3.5182342529296875
39128,39126,-14.278827667236328
39128,39122,-1.9708442687988281
39128,39120,7.068576812744141
39128,39112,-1.3081550598144531
39128,39104,-15.955944061279297
39128,39108,-0.24294662475585938
39128,39110,3.8186378479003906
39128,39116,16.848148345947266
39128,39179,-8.032917022705078
39106,39124,0.3698883056640625
39106,39118,15.915889739990234
39106,39114,-9.911422729492188
39106,39130,8.406055450439453
39106,39128,3.5182342529296875
39106,39106,0.0
39106,39126,-10.76059341430664
39106,39122,1.5473899841308594
39106,39120,10.586811065673828
39106,39112,2.2100791931152344
39106,39104,-12.43770980834961
39106,39108,3.275287628173828
39106,39110,7.336872100830078
39106,39116,20.366382598876953
39106,39179,-4.514682769775391
39126,39124,11.130481719970703
39126,39118,26.676483154296875
39126,39114,0.8491706848144531
39126,39130,19.166648864746094
39126,39128,14.278827667236328
39126,39106,10.76059341430664
39126,39126,0.0
39126,39122,12.3079833984375
39126,39120,21.34740447998047
39126,39112,12.970672607421875
39126,39104,-1.6771163940429688
39126,39108,14.035881042480469
39126,39110,18.09746551513672
39126,39116,31.126976013183594
39126,39179,6.24591064453125
39122,39124,-1.1775016784667969
39122,39118,14.368499755859375
39122,39114,-11.458812713623047
39122,39130,6.858665466308594
39122,39128,1.9708442687988281
39122,39106,-1.5473899841308594
39122,39126,-12.3079833984375
39122,39122,0.0
39122,39120,9.039421081542969
39122,39112,0.662689208984375
39122,39104,-13.985099792480469
39122,39108,1.7278976440429688
39122,39110,5.789482116699219
39122,39116,18.818992614746094
39122,39179,-6.06207275390625
39120,39124,-10.216922760009766
39120,39118,5.329078674316406
39120,39114,-20.498233795166016
39120,39130,-2.180755615234375
39120,39128,-7.068576812744141
39120,39106,-10.586811065673828
39120,39126,-21.34740447998047
39120,39122,-9.039421081542969
39120,39120,0.0
39120,39112,-8.376731872558594
39120,39104,-23.024520874023438
39120,39108,-7.3115234375
39120,39110,-3.24993896484375
39120,39116,9.779571533203125
39120,39179,-15.101493835449219
39112,39124,-1.8401908874511719
39112,39118,13.705810546875
39112,39114,-12.121501922607422
39112,39130,6.195976257324219
39112,39128,1.3081550598144531
39112,39106,-2.2100791931152344
39112,39126,-12.970672607421875
39112,39122,-0.662689208984375
39112,39120,8.376731872558594
39112,39112,0.0
39112,39104,-14.647789001464844
39112,39108,1.0652084350585938
39112,39110,5.126792907714844
39112,39116,18.15630340576172
39112,39179,-6.724761962890625
39104,39124,12.807598114013672
39104,39118,28.353599548339844
39104,39114,2.526287078857422
39104,39130,20.843765258789062
39104,39128,15.955944061279297
39104,39106,12.43770980834961
39104,39126,1.6771163940429688
39104,39122,13.985099792480469
39104,39120,23.024520874023438
39104,39112,14.647789001464844
39104,39104,0.0
39104,39108,15.712997436523438
39104,39110,19.774581909179688
39104,39116,32.80409240722656
39104,39179,7.923027038574219
39108,39124,-2.9053993225097656
39108,39118,12.640602111816406
39108,39114,-13.186710357666016
39108,39130,5.130767822265625
39108,39128,0.24294662475585938
39108,39106,-3.275287628173828
39108,39126,-14.035881042480469
39108,39122,-1.7278976440429688
39108,39120,7.3115234375
39108,39112,-1.0652084350585938
39108,39104,-15.712997436523438
39108,39108,0.0
39108,39110,4.06158447265625
39108,39116,17.091094970703125
39108,39179,-7.789970397949219
39110,39124,-6.966983795166016
39110,39118,8.579017639160156
39110,39114,-17.248294830322266
39110,39130,1.069183349609375
39110,39128,-3.8186378479003906
39110,39106,-7.336872100830078
39110,39126,-18.09746551513672
39110,39122,-5.789482116699219
39110,39120,3.24993896484375
39110,39112,-5.126792907714844
39110,39104,-19.774581909179688
39110,39108,-4.06158447265625
39110,39110,0.0
39110,39116,13.029510498046875
39110,39179,-11.851554870605469
39116,39124,-19.99649429321289
39116,39118,-4.450492858886719
39116,39114,-30.27780532836914
39116,39130,-11.9603271484375
39116,39128,-16.848148345947266
39116,39106,-20.366382598876953
39116,39126,-31.126976013183594
39116,39122,-18.818992614746094
39116,39120,-9.779571533203125
39116,39112,-18.15630340576172
39116,39104,-32.80409240722656
39116,39108,-17.091094970703125
39116,39110,-13.029510498046875
39116,39116,0.0
39116,39179,-24.881065368652344
39179,39124,4.884571075439453
39179,39118,20.430572509765625
39179,39114,-5.396739959716797
39179,39130,12.920738220214844
39179,39128,8.032917022705078
39179,39106,4.514682769775391
39179,39126,-6.24591064453125
39179,39122,6.06207275390625
39179,39120,15.101493835449219
39179,39112,6.724761962890625
39179,39104,-7.923027038574219
39179,39108,7.789970397949219
39179,39110,11.851554870605469
39179,39116,24.881065368652344
39179,39179,0.0
